,gene_id,gene_name
69674,Xelaev18007438m.g,tbx3.L
69688,Xelaev18007441m.g,tbx5.L
69705,Xelaev18007442m.g,rbm19.L
69754,Xelaev18007443m.g,Xelaev18007443m.g
69756,Xelaev18007444m.g,Xelaev18007444m.g
69758,Xelaev18007445m.g,Xelaev18007445m.g
69760,Xelaev18007446m.g,lhx5.L
69770,Xelaev18007447m.g,sdsl.L
69777,Xelaev18007448m.g,sds.L
69792,Xelaev18007449m.g,plbd2.L
69816,Xelaev18007451m.g,Xelaev18007451m.g
69817,Xelaev18007452m.g,slc8b1.L
69851,Xelaev18007453m.g,ficd.L
69856,Xelaev18007454m.g,sart3.L
69894,Xelaev18007455m.g,ung.L
69908,Xelaev18007456m.g,usp30.L
69935,Xelaev18007457m.g,svop.L
69967,Xelaev18007458m.g,dao.L
69989,Xelaev18007460m.g,ssh1.L
70019,Xelaev18007461m.g,coro1c.L
70030,Xelaev18007462m.g,selplg-like.L
70033,Xelaev18007463m.g,tmem119.L
70036,Xelaev18007464m.g,Xelaev18007464m.g
70038,Xelaev18007465m.g,iscu.L
70048,Xelaev18007466m.g,Xelaev18007466m.g
70049,Xelaev18007467m.g,acacb.L
70156,Xelaev18007468m.g,foxn4.L
70175,Xelaev18007469m.g,myo1h.L
70237,Xelaev18007470m.g,kctd10.L
70251,Xelaev18007471m.g,ube3b.L
70275,Xelaev18007472m.g,aldh3b1.L
70296,Xelaev18007473m.g,mmab.L
70314,Xelaev18007474m.g,mvk.L
70335,Xelaev18007475m.g,Xelaev18007475m.g
70341,Xelaev18007476m.g,fam222a.L
70346,Xelaev18007477m.g,Xelaev18007477m.g
70348,Xelaev18007478m.g,trpv4.L
70379,Xelaev18007479m.g,LOC100493091.L
70381,Xelaev18007480m.g,gltp.L
70391,Xelaev18007481m.g,tchp.L
70417,Xelaev18007483m.g,git2.L
70457,Xelaev18007484m.g,ankrd13a.L
70487,Xelaev18007485m.g,Xelaev18007485m.g
70488,Xelaev18007486m.g,slc6a4.L
70514,Xelaev18007487m.g,Xelaev18007487m.g
70515,Xelaev18007488m.g,sgsm1.L
70566,Xelaev18007489m.g,tmem211.L
70574,Xelaev18007490m.g,kiaa1671.L
70597,Xelaev18007491m.g,crybb3.L
70608,Xelaev18007492m.g,crybb2.L
70619,Xelaev18007493m.g,adrbk2.L
70661,Xelaev18007494m.g,myo18b.L
70698,Xelaev18007497m.g,Xelaev18007497m.g
70702,Xelaev18007498m.g,sez6l.L
70736,Xelaev18007499m.g,asphd2.L
70744,Xelaev18007500m.g,loc100494211.L
70750,Xelaev18007501m.g,hps4.L
70779,Xelaev18007502m.g,srrd.L
70793,Xelaev18007503m.g,LOC100496989.L
70845,Xelaev18007504m.g,tpst2.L
70856,Xelaev18007505m.g,crybb1.L
70867,Xelaev18007506m.g,cryba4.L
70878,Xelaev18007507m.g,LOC100497142-like.L
70890,Xelaev18007508m.g,Xelaev18007508m.g
70900,Xelaev18007509m.g,Xelaev18007509m.g
70901,Xelaev18007510m.g,Xelaev18007510m.g
70902,Xelaev18007511m.g,Xelaev18007511m.g
70903,Xelaev18007512m.g,LOC100497626.L
70904,Xelaev18007513m.g,LOC100497780.L
70906,Xelaev18007514m.g,LOC100498090.L
70907,Xelaev18007515m.g,Xelaev18007515m.g
70909,Xelaev18007516m.g,Xelaev18007516m.g
70910,Xelaev18007517m.g,LOC100498247.L
70911,Xelaev18007518m.g,LOC100498402.L
70912,Xelaev18007519m.g,Xelaev18007519m.g
70915,Xelaev18007520m.g,Xelaev18007520m.g
70917,Xelaev18007521m.g,Xelaev18007521m.g
70921,Xelaev18007522m.g,Xelaev18007522m.g
70923,Xelaev18007523m.g,mn1.L
70927,Xelaev18007524m.g,Xelaev18007524m.g
70928,Xelaev18007525m.g,pitpnb.2.L
70951,Xelaev18007526m.g,unnamed.L
70969,Xelaev18007527m.g,ttc28-like.L
71011,Xelaev18007528m.g,Xetrov90002832m.L
71013,Xelaev18007529m.g,slc2a7.L
71037,Xelaev18007530m.g,chek2-like.2.L
71040,Xelaev18007531m.g,chek2-like.1.L
71061,Xelaev18007532m.g,hscb.L
71073,Xelaev18007533m.g,lrrc74a.L
71099,Xelaev18007534m.g,slc7a4.L
71108,Xelaev18007535m.g,scarf2.L
71130,Xelaev18007536m.g,prodh.L
71158,Xelaev18007537m.g,Xelaev18007537m.g
71160,Xelaev18007538m.g,Xelaev18007538m.g
71162,Xelaev18007540m.g,rtn4r.L
71164,Xelaev18007541m.g,tmem233.L
71167,Xelaev18007542m.g,prkab1.L
71181,Xelaev18007543m.g,cit.L
71277,Xelaev18007544m.g,ccdc64.L
71297,Xelaev18007545m.g,rab35.L
71309,Xelaev18007546m.g,gcn1.L
71367,Xelaev18007547m.g,rplp0.L
71381,Xelaev18007548m.g,pxn.L
71403,Xelaev18007549m.g,Xetrov90002854m.L
71405,Xelaev18007551m.g,hsd11b1l.2.L
71417,Xelaev18007552m.g,pla2g1b.L
71425,Xelaev18007554m.g,msi1.L
71456,Xelaev18007555m.g,cox6a1.L
71462,Xelaev18007556m.g,triap1.L
71466,Xelaev18007557m.g,gatc.L
71476,Xelaev18007558m.g,Xelaev18007558m.g
71484,Xelaev18007559m.g,dynll1.L
71489,Xelaev18007560m.g,coq5.L
71503,Xelaev18007561m.g,rnf10.L
71537,Xelaev18007562m.g,pop5.L
71547,Xelaev18007563m.g,cabp1.L
71560,Xelaev18007564m.g,Xelaev18007564m.g
71562,Xelaev18007565m.g,mlec.L
71572,Xelaev18007566m.g,Xelaev18007566m.g
71573,Xelaev18007567m.g,unc119b.L
71583,Xelaev18007569m.g,Xelaev18007569m.g
71586,Xelaev18007570m.g,acads.L
71606,Xelaev18007571m.g,Xelaev18007571m.g
71608,Xelaev18007572m.g,sppl3.L
71630,Xelaev18007573m.g,hnf1a.L
71648,Xelaev18007575m.g,rnf185.L
71661,Xelaev18007576m.g,limk2.L
71693,Xelaev18007577m.g,pik3ip1.L
71701,Xelaev18007578m.g,patz1.L
71713,Xelaev18007579m.g,drg1.L
71731,Xelaev18007581m.g,eif4enif1.L
71768,Xelaev18007582m.g,Xelaev18007582m.g
71770,Xelaev18007583m.g,sfi1.L
71834,Xelaev18007584m.g,pisd.L
71850,Xelaev18007585m.g,LOC101733704.L
71883,Xelaev18007586m.g,prr14l.L
71900,Xelaev18007587m.g,depdc5.L
71984,Xelaev18007588m.g,ywhah.L
71988,Xelaev18007589m.g,slc5a1.2.L
72018,Xelaev18007590m.g,rsph14.L
72031,Xelaev18007591m.g,gnaz.L
72036,Xelaev18007593m.g,rab36.L
72056,Xelaev18007594m.g,bcr.L
72102,Xelaev18007595m.g,specc1l.L
72133,Xelaev18007596m.g,adora2a.L
72135,Xelaev18007597m.g,gucd1.L
72147,Xelaev18007598m.g,snrpd3.L
72154,Xelaev18007599m.g,lrrc75b.L
72162,Xelaev18007600m.g,ggt1.L
72188,Xelaev18007601m.g,ggt5.L
72212,Xelaev18007602m.g,Xelaev18007602m.g
72213,Xelaev18007603m.g,smpd4.L
72249,Xelaev18007604m.g,ccdc74b-like.L
72257,Xelaev18007606m.g,med15.L
72293,Xelaev18007607m.g,sirt4.L
72300,Xelaev18007609m.g,klhl22.L
72316,Xelaev18007610m.g,Xelaev18007610m.g
72318,Xelaev18007611m.g,crkl.L
72324,Xelaev18007613m.g,vegt.L
72342,Xelaev18007614m.g,cabin1.L
72415,Xelaev18007616m.g,Xelaev18007616m.g
72423,Xelaev18007617m.g,ddt.L
72429,Xelaev18007618m.g,Xelaev18007618m.g
72439,Xelaev18007619m.g,Xelaev18007619m.g
72449,Xelaev18007620m.g,Xelaev18007620m.g
72459,Xelaev18007621m.g,gstt1-like.2.L
72469,Xelaev18007623m.g,ddx51.L
72499,Xelaev18007624m.g,alkbh2.L
72506,Xelaev18007626m.g,LOC100496882-like.L
72530,Xelaev18007627m.g,Xetrov90002938m.L
72554,Xelaev18007628m.g,loc495492.L
72576,Xelaev18007629m.g,slc2a11.L
72600,Xelaev18007630m.g,smarcb1.L
72618,Xelaev18007631m.g,mmp11.L
72634,Xelaev18007632m.g,LOC100493155.L
72644,Xelaev18007633m.g,Xelaev18007633m.g
72648,Xelaev18007635m.g,Xelaev18007635m.g
72650,Xelaev18007636m.g,Xelaev18007636m.g
72653,Xelaev18007637m.g,Xelaev18007637m.g
72656,Xelaev18007638m.g,Xelaev18007638m.g
72658,Xelaev18007639m.g,Xelaev18007639m.g
72661,Xelaev18007640m.g,Xelaev18007640m.g
72663,Xelaev18007641m.g,Xetrov90002951m.L
72665,Xelaev18007642m.g,iglv5-48.L
72667,Xelaev18007643m.g,Xelaev18007643m.g
72671,Xelaev18007644m.g,Xelaev18007644m.g
72675,Xelaev18007645m.g,Xelaev18007645m.g
72677,Xelaev18007646m.g,Xelaev18007646m.g
72679,Xelaev18007647m.g,Xetrov90002953m.L
72682,Xelaev18007648m.g,Xelaev18007648m.g
72684,Xelaev18007649m.g,Xelaev18007649m.g
72687,Xelaev18007650m.g,Xetrov90002952m.L
72689,Xelaev18007651m.g,Xelaev18007651m.g
72693,Xelaev18007652m.g,Xelaev18007652m.g
72695,Xelaev18007653m.g,Xelaev18007653m.g
72697,Xelaev18007654m.g,Xelaev18007654m.g
72699,Xelaev18007655m.g,Xelaev18007655m.g
72703,Xelaev18007656m.g,Xelaev18007656m.g
72704,Xelaev18007657m.g,Xelaev18007657m.g
72707,Xelaev18007658m.g,Xelaev18007658m.g
72709,Xelaev18007659m.g,Xelaev18007659m.g
72710,Xelaev18007660m.g,Xelaev18007660m.g
72716,Xelaev18007661m.g,Xelaev18007661m.g
72719,Xelaev18007662m.g,Xelaev18007662m.g
72721,Xelaev18007663m.g,Xelaev18007663m.g
72723,Xelaev18007664m.g,Xetrov90002961m.L
72725,Xelaev18007665m.g,Xelaev18007665m.g
72727,Xelaev18007666m.g,Xelaev18007666m.g
72733,Xelaev18007667m.g,loc779021.L
72739,Xelaev18007668m.g,LOC101733491.L
72740,Xelaev18007669m.g,loc779564.L
72756,Xelaev18007670m.g,dgcr2.L
72776,Xelaev18007671m.g,dgcr14.L
72796,Xelaev18007672m.g,gsc2.L
72799,Xelaev18007673m.g,LOC100492758.L
72861,Xelaev18007674m.g,LOC100492479.L
72871,Xelaev18007675m.g,slc25a1.L
72891,Xelaev18007676m.g,cltcl1.L
72955,Xelaev18007677m.g,snap29.L
72966,Xelaev18007678m.g,pi4ka.L
73078,Xelaev18007679m.g,serpind1.L
73086,Xelaev18007680m.g,Xelaev18007680m.g
73088,Xelaev18007681m.g,hic2.L
73091,Xelaev18007682m.g,ube2l3.L
73099,Xelaev18007683m.g,ydjc.L
73110,Xelaev18007684m.g,sdf2l1.L
73116,Xelaev18007685m.g,Xelaev18007685m.g
73118,Xelaev18007686m.g,Xelaev18007686m.g
73120,Xelaev18007687m.g,Xelaev18007687m.g
73122,Xelaev18007688m.g,top3b.L
73155,Xelaev18007689m.g,ppm1f.L
73169,Xelaev18007690m.g,mapk1.L
73186,Xelaev18007691m.g,Xelaev18007691m.g
73188,Xelaev18007692m.g,ypel1.L
73197,Xelaev18007693m.g,Xelaev18007693m.g
73199,Xelaev18007694m.g,ufd1l.L
73223,Xelaev18007695m.g,cdc45.L
73260,Xelaev18007696m.g,cldn5.L
73262,Xelaev18007697m.g,sept2-a.L
73270,Xelaev18007698m.g,sept5.L
73298,Xelaev18007699m.g,gp1bb.L
73302,Xelaev18007700m.g,Xelaev18007700m.g
73304,Xelaev18007701m.g,Xelaev18007701m.g
73307,Xelaev18007702m.g,tbx1.L
73321,Xelaev18007703m.g,gnb1l.L
73334,Xelaev18007704m.g,comt.L
73344,Xelaev18007705m.g,Xelaev18007705m.g
73345,Xelaev18007706m.g,comt.2.L
73348,Xelaev18007708m.g,arvcf.L
73381,Xelaev18007709m.g,tango2.L
73399,Xelaev18007710m.g,Xelaev18007710m.g
73426,Xelaev18007711m.g,Xelaev18007711m.g
73448,Xelaev18007712m.g,trmt2a.L
73459,Xelaev18007714m.g,ranbp1.L
73471,Xelaev18007715m.g,zdhhc8.L
73493,Xelaev18007716m.g,pgam5.L
73505,Xelaev18007717m.g,ankle2.L
73531,Xelaev18007718m.g,golga3.L
73576,Xelaev18007719m.g,LOC100495295.L
73590,Xelaev18007720m.g,chfr.L
73625,Xelaev18007722m.g,fbrsl1.L
73663,Xelaev18007724m.g,Xetrov90003036m.L
73664,Xelaev18007725m.g,Xelaev18007725m.g
73666,Xelaev18007726m.g,Xelaev18007726m.g
73669,Xelaev18007727m.g,galnt9.L
73691,Xelaev18007728m.g,noc4l.L
73721,Xelaev18007729m.g,ep400.L
73825,Xelaev18007731m.g,Xelaev18007731m.g
73826,Xelaev18007732m.g,pus1.L
73830,Xelaev18007733m.g,LOC100145162.L
73931,Xelaev18007734m.g,ulk1.L
73987,Xelaev18007735m.g,mmp17.L
74007,Xelaev18007736m.g,sfswap.L
74041,Xelaev18007737m.g,Xetrov90023537m.L
74042,Xelaev18007738m.g,Xelaev18007738m.g
74044,Xelaev18007739m.g,adgrd1.L
74096,Xelaev18007740m.g,Xelaev18007740m.g
74098,Xelaev18007741m.g,ran.L
74111,Xelaev18007742m.g,Xelaev18007742m.g
74112,Xelaev18007743m.g,stx2.L
74133,Xelaev18007744m.g,Xetrov90003056m.L
74136,Xelaev18007745m.g,rimbp2.L
74186,Xelaev18007746m.g,piwil1.L
74227,Xelaev18007747m.g,fzd10.L
74229,Xelaev18007748m.g,Xelaev18007748m.g
74230,Xelaev18007749m.g,tmem132d.L
74248,Xelaev18007751m.g,glt1d1.L
74260,Xelaev18007752m.g,slc15a4.L
74276,Xelaev18007753m.g,tmem132c.L
74294,Xelaev18007754m.g,Xelaev18007754m.g
74295,Xelaev18007755m.g,Xelaev18007755m.g
74297,Xelaev18007756m.g,tmem132b.L
74305,Xelaev18007757m.g,Xetrov90003067m.L
74307,Xelaev18007758m.g,aacs.L
74343,Xelaev18007759m.g,bri3bp.L
74349,Xelaev18007760m.g,dhx37.L
74403,Xelaev18007761m.g,Xelaev18007761m.g
74406,Xelaev18007762m.g,scarb1.L
74431,Xelaev18007764m.g,Xetrov90003074m.L
74433,Xelaev18007765m.g,ncor2.L
74526,Xelaev18007767m.g,fam101a.L
74533,Xelaev18007768m.g,Xelaev18007768m.g
74537,Xelaev18007769m.g,ccdc92.L
74547,Xelaev18007770m.g,dnah10.L
74617,Xelaev18007772m.g,atp6v0a2.L
74657,Xelaev18007773m.g,tctn2.L
74693,Xelaev18007774m.g,LOC101734664.L
74699,Xelaev18007775m.g,gtf2h3.L
74725,Xelaev18007776m.g,eif2b1.L
74743,Xelaev18007777m.g,tmed2.L
74751,Xelaev18007779m.g,rilpl1.L
74765,Xelaev18007781m.g,snrnp35.L
74768,Xelaev18007782m.g,rilpl2.L
74772,Xelaev18007783m.g,kmt5a.L
74788,Xelaev18007784m.g,sbno1.L
74851,Xelaev18007785m.g,cdk2ap1.L
74859,Xelaev18007786m.g,c12orf65.L
74864,Xelaev18007787m.g,mphosph9.L
74912,Xelaev18007788m.g,pitpnm2.L
74962,Xelaev18007789m.g,arl6ip4.L
74974,Xelaev18007790m.g,ogfod2.L
74988,Xelaev18007792m.g,abcb9.L
75012,Xelaev18007793m.g,vps37b.L
75020,Xelaev18007794m.g,hip1r.L
75084,Xelaev18007796m.g,ccdc62.L
75108,Xelaev18007798m.g,denr.L
75123,Xelaev18007800m.g,hcar3.L
75125,Xelaev18007801m.g,kntc1.L
75252,Xelaev18007802m.g,rsrc2.L
75272,Xelaev18007803m.g,zcchc8.L
75300,Xelaev18007805m.g,clip1.L
75353,Xelaev18007807m.g,loc100492010.L
75354,Xelaev18007808m.g,vps33a.L
75380,Xelaev18007809m.g,diablo.L
75392,Xelaev18007810m.g,b3gnt4.L
75395,Xelaev18007811m.g,lrrc43.L
75419,Xelaev18007812m.g,Xelaev18007812m.g
75421,Xelaev18007813m.g,mrpl17.L
75423,Xelaev18007814m.g,Xelaev18007814m.g
75442,Xelaev18007815m.g,bcl7a.L
75456,Xelaev18007816m.g,wdr66.L
75478,Xelaev18007817m.g,psmd9.L
75490,Xelaev18007818m.g,hpd.L
75518,Xelaev18007819m.g,Xelaev18007819m.g
75520,Xelaev18007820m.g,setd1b.L
75556,Xelaev18007821m.g,Xelaev18007821m.g
75558,Xelaev18007822m.g,rhof.L
75568,Xelaev18007823m.g,tmem120b.L
75592,Xelaev18007824m.g,morn3.L
75603,Xelaev18007825m.g,orai2.L
75607,Xelaev18007826m.g,kdm2b.L
75653,Xelaev18007828m.g,rnf34.L
75666,Xelaev18007829m.g,anapc5.L
75700,Xelaev18007830m.g,Xelaev18007830m.g
75712,Xelaev18007831m.g,camkk2.L
75743,Xelaev18007832m.g,Xelaev18007832m.g
75745,Xelaev18007833m.g,p2rx4.L
75769,Xelaev18007834m.g,p2rx7.L
75795,Xelaev18007835m.g,ift81.L
75831,Xelaev18007836m.g,atp2a2.L
75871,Xelaev18007838m.g,Xelaev18007838m.g
75872,Xelaev18007839m.g,anapc7.L
75894,Xelaev18007840m.g,Xelaev18007840m.g
75908,Xelaev18007841m.g,gpn3.L
75924,Xelaev18007843m.g,vps29.L
75927,Xelaev18007844m.g,rad9b.L
75953,Xelaev18007845m.g,pptc7.L
75958,Xelaev18007846m.g,tctn1.L
75969,Xelaev18007847m.g,Xetrov90003164m.L
75973,Xelaev18007848m.g,hvcn1.L
75986,Xelaev18007849m.g,ppp1cc.L
76000,Xelaev18007851m.g,aldh2.L
76026,Xelaev18007852m.g,acad10.L
76049,Xelaev18007853m.g,Xelaev18007853m.g
76051,Xelaev18007854m.g,brap.L
76075,Xelaev18007855m.g,atxn2.L
76123,Xelaev18007856m.g,sh2b3.L
76140,Xelaev18007857m.g,Xelaev18007857m.g
76142,Xelaev18007858m.g,fam109a.L
76146,Xelaev18007859m.g,cux2.L
76190,Xelaev18007860m.g,myl2.L
76204,Xelaev18007861m.g,mapkapk5.L
76234,Xelaev18007862m.g,tmem116.L
76256,Xelaev18007863m.g,Xelaev18007863m.g
76258,Xelaev18007864m.g,naa25.L
76305,Xelaev18007865m.g,trafd1.L
76330,Xelaev18007866m.g,Xelaev18007866m.g
76332,Xelaev18007867m.g,hectd4.L
76484,Xelaev18007868m.g,rpl6.L
76496,Xelaev18007869m.g,ptpn11.L
76527,Xelaev18007870m.g,Xelaev18007870m.g
76566,Xelaev18007872m.g,wscd2.L
76583,Xelaev18007873m.g,cmklr1.L
76585,Xelaev18007874m.g,c12orf49.L
76595,Xelaev18007875m.g,rnft2.L
76614,Xelaev18007876m.g,Xelaev18007876m.g
76616,Xelaev18007877m.g,Xelaev18007877m.g
76618,Xelaev18007878m.g,Xelaev18007878m.g
76621,Xelaev18007879m.g,fbxw8.L
76643,Xelaev18007880m.g,tesc.L
76659,Xelaev18007881m.g,Xelaev18007881m.g
76661,Xelaev18007882m.g,fbxo21.L
76685,Xelaev18007883m.g,nos1.L
76742,Xelaev18007884m.g,Xelaev18007884m.g
76744,Xelaev18007885m.g,Xelaev18007885m.g
76746,Xelaev18007886m.g,Xelaev18007886m.g
76750,Xelaev18007887m.g,Xelaev18007887m.g
76752,Xelaev18007888m.g,Xelaev18007888m.g
76754,Xelaev18007889m.g,ksr2.L
76773,Xelaev18007890m.g,Xelaev18007890m.g
76777,Xelaev18007891m.g,Xelaev18007891m.g
76779,Xelaev18007892m.g,Xelaev18007892m.g
76781,Xelaev18007893m.g,rfc5.L
76803,Xelaev18007894m.g,wsb2.L
76812,Xelaev18007895m.g,vsig10.L
76830,Xelaev18007896m.g,Xelaev18007896m.g
76832,Xelaev18007897m.g,LOC100497751.L
76836,Xelaev18007898m.g,pebp1.L
76842,Xelaev18007900m.g,taok3.L
76883,Xelaev18007901m.g,suds3.L
76895,Xelaev18007902m.g,Xelaev18007902m.g
76897,Xelaev18007903m.g,Xelaev18007903m.g
76899,Xelaev18007904m.g,Xelaev18007904m.g
76901,Xelaev18007905m.g,srrm4.L
76910,Xelaev18007906m.g,hspb8.L
76916,Xelaev18007907m.g,ccdc60.L
76944,Xelaev18007908m.g,Xelaev18007908m.g
76946,Xelaev18007909m.g,susd2.L
77000,Xelaev18007910m.g,Xelaev18007910m.g
77001,Xelaev18007911m.g,kremen1.L
77019,Xelaev18007912m.g,znrf3.L
77037,Xelaev18007913m.g,Xelaev18007913m.g
77041,Xelaev18007914m.g,xbp1.L
77046,Xelaev18007915m.g,Xelaev18007915m.g
77052,Xelaev18007916m.g,Xelaev18007916m.g
77054,Xelaev18007917m.g,tcn2.L
77073,Xelaev18007918m.g,p2rx6.L
77098,Xelaev18007919m.g,slc35e4-like.L
77103,Xelaev18007920m.g,Xetrov90003234m.L
77114,Xelaev18007921m.g,dusp18.L
77117,Xelaev18007922m.g,osbp2.L
77145,Xelaev18007923m.g,LOC100493526-like.L
77200,Xelaev18007924m.g,mzt2b.L
77208,Xelaev18007925m.g,Xelaev18007925m.g
77210,Xelaev18007926m.g,lztr1.L
77248,Xelaev18007927m.g,Xelaev18007927m.g
77250,Xelaev18007928m.g,aifm3.L
77291,Xelaev18007929m.g,LOC101733398.L
77299,Xelaev18007930m.g,tmem17-like.1.L
77307,Xelaev18007932m.g,lyrm7.L
77315,Xelaev18007933m.g,hint1.L
77321,Xelaev18007934m.g,Xelaev18007934m.g
77328,Xelaev18007935m.g,chsy3.L
77329,Xelaev18007936m.g,Xetrov90003253m.L
77335,Xelaev18007937m.g,kiaa1024l.L
77338,Xelaev18007938m.g,adamts19.L
77360,Xelaev18007939m.g,Xelaev18007939m.g
77362,Xelaev18007940m.g,isoc1.L
77373,Xelaev18007942m.g,slc27a6.L
77393,Xelaev18007943m.g,fbn2.L
77523,Xelaev18007944m.g,Xelaev18007944m.g
77524,Xelaev18007945m.g,Xelaev18007945m.g
77526,Xelaev18007946m.g,slc12a2.L
77580,Xelaev18007947m.g,Xelaev18007947m.g
77584,Xelaev18007948m.g,prrc1.L
77601,Xelaev18007949m.g,megf10.L
77646,Xelaev18007950m.g,march3.L
77650,Xelaev18007951m.g,lmnb1.L
77672,Xelaev18007952m.g,Xelaev18007952m.g
77674,Xelaev18007953m.g,c5orf48.L
77677,Xelaev18007954m.g,phax.L
77687,Xelaev18007955m.g,aldh7a1.L
77723,Xelaev18007956m.g,gramd3.L
77737,Xelaev18007957m.g,Xelaev18007957m.g
77739,Xelaev18007958m.g,znf608.L
77757,Xelaev18007959m.g,Xelaev18007959m.g
77758,Xelaev18007960m.g,Xelaev18007960m.g
77760,Xelaev18007961m.g,csnk1g3.L
77785,Xelaev18007962m.g,cep120.L
77825,Xelaev18007963m.g,prdm6.L
77839,Xelaev18007964m.g,ppic.L
77849,Xelaev18007965m.g,snx24.L
77863,Xelaev18007966m.g,snx2.L
77893,Xelaev18007967m.g,sncaip.L
77915,Xelaev18007968m.g,Xelaev18007968m.g
77916,Xelaev18007969m.g,znf474.L
77923,Xelaev18007970m.g,lox.L
77937,Xelaev18007971m.g,srfbp1.L
77953,Xelaev18007972m.g,prr16.L
77955,Xelaev18007973m.g,hsd17b4.L
78003,Xelaev18007974m.g,Xelaev18007974m.g
78005,Xelaev18007975m.g,tnfaip8.L
78009,Xelaev18007976m.g,Xelaev18007976m.g
78010,Xelaev18007977m.g,dmxl1.L
78098,Xelaev18007978m.g,Xelaev18007978m.g
78099,Xelaev18007979m.g,dtwd2.L
78112,Xelaev18007980m.g,sema6a.L
78149,Xelaev18007981m.g,commd10.L
78164,Xelaev18007982m.g,Xelaev18007982m.g
78166,Xelaev18007983m.g,arl14epl.L
78172,Xelaev18007984m.g,lvrn.L
78212,Xelaev18007985m.g,ap3s1.L
78224,Xelaev18007986m.g,cdo1.L
78234,Xelaev18007987m.g,Xelaev18007987m.g
78236,Xelaev18007988m.g,Xelaev18007988m.g
78240,Xelaev18007989m.g,tmed7.L
78247,Xelaev18007990m.g,Xelaev18007990m.g
78248,Xelaev18007991m.g,fem1c.L
78253,Xelaev18007992m.g,ccdc112.L
78265,Xelaev18007995m.g,pggt1b.L
78283,Xelaev18007996m.g,trim36.L
78305,Xelaev18007997m.g,Xelaev18007997m.g
78306,Xelaev18007998m.g,kcnn2.L
78322,Xelaev18007999m.g,ythdc2.L
78381,Xelaev18008000m.g,Xelaev18008000m.g
78382,Xelaev18008001m.g,Xelaev18008001m.g
78385,Xelaev18008002m.g,mcc.L
78401,Xelaev18008003m.g,dcp2.L
78423,Xelaev18008004m.g,reep5.L
78433,Xelaev18008005m.g,srp19.L
78444,Xelaev18008006m.g,apc.L
78476,Xelaev18008007m.g,epb41l4a.L
78522,Xelaev18008008m.g,Xelaev18008008m.g
78525,Xelaev18008009m.g,stard4.L
78534,Xelaev18008010m.g,Xelaev18008010m.g
78536,Xelaev18008011m.g,camk4.L
78558,Xelaev18008012m.g,wdr36.L
78604,Xelaev18008013m.g,Xelaev18008013m.g
78607,Xelaev18008014m.g,slc25a46.L
78623,Xelaev18008015m.g,Xelaev18008015m.g
78626,Xelaev18008016m.g,tmem232.L
78647,Xelaev18008017m.g,Xelaev18008017m.g
78648,Xelaev18008018m.g,Xelaev18008018m.g
78649,Xelaev18008019m.g,Xelaev18008019m.g
78651,Xelaev18008020m.g,man2a1.L
78695,Xelaev18008021m.g,pja2.L
78712,Xelaev18008022m.g,fer.L
78747,Xelaev18008023m.g,fbxl17.L
78765,Xelaev18008024m.g,Xetrov90029919m.L
78767,Xelaev18008025m.g,Xetrov90028542m.L
78768,Xelaev18008026m.g,Xelaev18008026m.g
78770,Xelaev18008027m.g,Xelaev18008027m.g
78772,Xelaev18008028m.g,Xelaev18008028m.g
78774,Xelaev18008029m.g,efna5.L
78782,Xelaev18008030m.g,Xelaev18008030m.g
78783,Xelaev18008031m.g,Xelaev18008031m.g
78787,Xelaev18008032m.g,nudt12.L
78800,Xelaev18008033m.g,LOC101733572.L
78824,Xelaev18008034m.g,c5orf30.L
78827,Xelaev18008035m.g,ppip5k2.L
78884,Xelaev18008036m.g,Xelaev18008036m.g
78886,Xelaev18008037m.g,pam.L
78937,Xelaev18008039m.g,slco4c1.L
78963,Xelaev18008040m.g,st8sia4.L
78973,Xelaev18008041m.g,fam174a.L
78979,Xelaev18008042m.g,Xelaev18008042m.g
78981,Xelaev18008043m.g,Xelaev18008043m.g
78982,Xelaev18008044m.g,chd1.L
79055,Xelaev18008045m.g,Xelaev18008045m.g
79057,Xelaev18008046m.g,rgmb.L
79063,Xelaev18008048m.g,LOC100497254-like.L
79083,Xelaev18008049m.g,Xelaev18008049m.g
79084,Xelaev18008050m.g,riok2.L
79104,Xelaev18008051m.g,lix1.L
79116,Xelaev18008052m.g,lnpep.L
79152,Xelaev18008053m.g,erap1.L
79189,Xelaev18008054m.g,cast.L
79224,Xelaev18008055m.g,pcsk1.L
79254,Xelaev18008056m.g,Xelaev18008056m.g
79256,Xelaev18008057m.g,ell2.L
79280,Xelaev18008058m.g,Xelaev18008058m.g
79281,Xelaev18008060m.g,glrx.L
79288,Xelaev18008061m.g,rhobtb3.L
79312,Xelaev18008062m.g,rfesd.L
79322,Xelaev18008063m.g,gpr150.L
79323,Xelaev18008064m.g,arsk.L
79339,Xelaev18008065m.g,ttc37.L
79418,Xelaev18008066m.g,fam81b.L
79435,Xelaev18008067m.g,mctp1.L
79479,Xelaev18008068m.g,slf1.L
79514,Xelaev18008069m.g,kiaa0825.L
79553,Xelaev18008070m.g,fam172a.L
79575,Xelaev18008071m.g,Xelaev18008071m.g
79577,Xelaev18008072m.g,Xelaev18008072m.g
79581,Xelaev18008073m.g,nr2f1.L
79587,Xelaev18008074m.g,Xelaev18008074m.g
79588,Xelaev18008075m.g,Xelaev18008075m.g
79592,Xelaev18008077m.g,arrdc3.L
79608,Xelaev18008078m.g,Xelaev18008078m.g
